ID,Municipality,Contract Type,Fund Source,Serial Number,Description,Year,Contract Awardee,Awardee Headquarters,Date Signed,Estimated Cost,Price,Annex,value,overun_%
2570,GJAKOVE,Jobs,Municipal Budget,51,_Perforcmi i pllakes se nderkatit ne sh.f.ÓYll MorinaÓ,2014,EL COM,Gjakove,29-Sep-14,"19,840","16,896.00",Not Provided,16896,-0.15
2575,PRISHTINE,Supply,Not Provided,19,Furnizimi me pajisje per Brigaden e Zjarrfiksave,2014,TEKNIKU,Gjakove,30-Apr-14,"10,000","8,506.75",Not Provided,8506.75,-0.15
2590,GJAKOVE,Jobs,National Budget,24,_Rregullimi i perkohshem i varrzave te martireve ne fshatin MejeÓ,2014,QABRATI,Gjakove,18-Jun-14,"8,812","7,468.50",Not Provided,7468.5,-0.15
2592,GJAKOVE,Jobs,National Budget,15,_Ndertimi i infrastruktures ne lagjen _Kolonia _ Ali IbraÓ Faza e I-re dhe e II-te ne Komunen e Gjakoves Ó,2014,EUROASPHALT,Gjakove,23-Jun-14,"90,234","76,321.54",Not Provided,76321.54,-0.15
2594,PRISHTINE,Jobs,Not Provided,16,Sanimi I gropave ne qytetin e Prishtines per vitin 2014,2014,JEHONA SHPK,Malisheve,11-Jun-14,"350,000","295,586.00",Not Provided,295586,-0.16
2597,PRISHTINE,Services,Not Provided,81,Organizimi I koncerteve verore ne bashkpunim me Ministrine e Diaspores,2014,QENDRA E RE KART,Prishtine,4-Aug-14,"9,500","8,020.00",Not Provided,8020,-0.16
2601,PRISHTINE,Supply,Not Provided,172,Furnizimi me inventar per nevojat e QKMF-se Prishtine,2014,DUGLAS,Podujeve,24-Dec-14,"25,000","21,076.00",Not Provided,21076,-0.16
2603,GJAKOVE,Supply,National Budget,36,_Furnizim me orendi per Zyren e Kryesuesit te Kuvendit Ó,2014,SM-COMERC,Prishtine,4-Aug-14,"3,180","2,679.00",Not Provided,2679,-0.16
2608,PRISHTINE,Services,Not Provided,114,Festivali Nderkombetare I Teatrove te Kukullave - pjesa teknike,2014,PI COMUNICTATION,Prishtine,15-Sep-14,"9,900","8,315.00",Not Provided,8315,-0.16
2611,FERIZAJ,Supply,Municipal Budget,62,Furnizim i fermereve me sistem te ujitjes pike-pike.,2014,AGROGREEN NTSH,Prishtine,2-Jul-14,"20,000","16,764.55",Not Provided,16764.55,-0.16
2621,VITI,Services,Not Provided,17,Sherbimet e xhirimit televiziv per nevojat e kuvendit dhe te komunes se Vitise,2014,ILIRIA,Viti,25-May-14,"12,000","9,995.00",0,9995,-0.17
2629,PRISHTINE,Services,Not Provided,95,Imazhet e pjerreta per Prishtinen dhe softueri online per shikimin e imazheve te pjerreta,2014,S&H GEO CONSULTING,Prishtine,25-Nov-14,"6,000","4,990.00",Not Provided,4990,-0.17
2634,PRISHTINE,Supply,Not Provided,189,Furnizimi me pajisje te TI per disa shkolla te Komunes se Prishtines,2014,REA COMERCE,Prishtine,24-Feb-14,"60,000","49,817.00",Not Provided,49817,-0.17
2635,PRISHTINE,Services,Not Provided,47,Mirembajtja dhe servisimi I automjeteve - Loto III,2014,ORIO VIZION&AUTO GJIKOLLI,Prishtine,20-Oct-14,"100,000","82,949.50",Not Provided,82949.5,-0.17
2660,VITI,Services,Not Provided,46,Sherbimet e zerimit per nevojat e komunes,2014,ZUKA ZERIMI,Viti,9-Sep-14,"5,500","4,510.00",0,4510,-0.18
2662,GJAKOVE,Services,National Budget,1,_Perzgjedhja e auditorit te jashtem per auditimin gjeneral per vitin kalendarik 2012 dhe vitin kalendarik 2013 Ó,2014,KANUNI I AUDITORIT,Istog,9-Jun-14,"9,500","7,770.00",Not Provided,7770,-0.18
2664,PRISHTINE,Jobs,Not Provided,17,Zgjerimi I ndriqimit publike ne Prishtine per vitin 2014,2014,ELECTRA NTSH,Prishtine,30-Jun-14,"250,000","204,274.80",Not Provided,204274.8,-0.18
2667,GJAKOVE,Supply,National Budget,60,_Furnizim me lende djegese -peletÓ,2014,AGRO DRINIA,Prizren,18-Nov-14,"3,564","2,910.60",Not Provided,2910.6,-0.18
2669,GJAKOVE,Jobs,National Budget,37,_Ndertimi i objektit te institucionit parashkollor _G.Terbeshi _ _lokali Deve ne Komunen e Gjakoves Ó,2014,ERO PROJECT & ARHIKOING,Prishtine,15-Aug-14,"188,593","153,738.46",Not Provided,153738.46,-0.18
2679,FERIZAJ,Jobs,Municipal Budget,54,"Afaltimi i unazes ne fshatin Pojate,Komuna Ferizaj",2014,STRASSEN & TIEFBAU NNP,Ferizaj,20-Jun-14,"80,208","65,122.55",Not Provided,65122.55,-0.19
2682,PRISHTINE,Jobs,Not Provided,198,Sanimi I rrugeve me zhavor,2014,JAHA COMPANY,Prishtine,12-Mar-14,"60,000","48,681.00",Not Provided,48681,-0.19
2685,HANI I ELEZIT,Services,National Budget,11,"Mirembajtja dhe servisimi I veturave te QKMF-se Hani I Elezit (Mercedes Sprinter, Renault Master)- kontrate 1 vjeê_are",2014,BESA NSH,Ferizaj,4-Apr-14,"2,500","2,025.00",0,2025,-0.19
2696,PRISHTINE,Jobs,Not Provided,150,Ndertimi I parkingut ne hyrje te parkut te Germis dhe montimi I kamerave LOTO I,2014,EING COM,Podujeve,5-Dec-14,"60,000","48,284.00",Not Provided,48284,-0.2
2701,HANI I ELEZIT,Services,Municipal & National Budget,2,Miremebjatja dhe servisimi I veturave te administrates komunale,2014,BESA NSH,Ferizaj,24-Feb-14,"5,000","4,017.00",0,4017,-0.2
2703,PRISHTINE,Services,Not Provided,49,Organizimi I dhe realizimi I programit per diten e 11 Qershorit - Dita e clirimit - pjesa teknike,2014,SOUNUS,Prishtine,10-Jun-14,"7,500","6,020.00",Not Provided,6020,-0.2
2722,HANI I ELEZIT,Jobs,Municipal & National Budget plus Donation,1,Shtrim me kubeza betoni nga Shkolla fillore Ilaz Thaê_i deri te Dheu I bardhe,2014,KRAS SHPK,Hani I Elezit,16-Apr-14,"78,000","62,065.35",0,62065.35,-0.2
2725,PRISHTINE,Jobs,Not Provided,167,Rikonstruimi dhe renovimi I shkolles se mesme Sh.Gjeqovi,2014,PERSPEKTIVA,Kamenice,30-Dec-14,"21,646","17,200.00",Not Provided,17200,-0.21
2729,PRISHTINE,Services,Not Provided,78,Pastrimi dhe mirembajtja e objekteve shkollore te shkollave te mesme,2014,BENI,Suhareke,27-Nov-14,"180,000","142,873.44",Not Provided,142873.44,-0.21
2742,PRISHTINE,Services,Not Provided,186,Manifestimet kulturore me rastin e 28 Nentorit - Dites se flamurit - pjesa realizuese,2014,LIGHT DESIGN STUDIO,Prishtine,25-Nov-14,"10,000","7,880.00",Not Provided,7880,-0.21
2755,FERIZAJ,Jobs,Municipal Budget,26,LOT-II- Rregullimi i nxemjes qendrore ne Sh.F. _Liman RekaÓ Prelez i Muhaxhereve.,2014,N.P.I.E TERMOINSTAL,Suhareke,22-Apr-14,"16,000","12,483.40",Not Provided,12483.4,-0.22
2759,PRISHTINE,Jobs,Not Provided,103,Pastrimi dhe lyerja e kthinave,2014,GLOBAL ING,Podujeve,4-Sep-14,"9,617","7,476.70",Not Provided,7476.7,-0.22
2762,PRISHTINE,Jobs,Not Provided,108,Renovimi I nyjeve sanitare dhe zhveshtoreve,2014,ANITA COM,Suhareke,4-Sep-14,"9,729","7,531.00",Not Provided,7531,-0.23
2768,PRISHTINE,Jobs,Not Provided,147,Rikonstruimi dhe zgjerimi I ndricimit publik ne Prishtine per vitin 2014 faza e II,2014,ELECTRA NTSH,Prishtine,21-Nov-14,"145,000","111,648.20",Not Provided,111648.2,-0.23
2773,FERIZAJ,Jobs,Municipal Budget,57,Ndertimi i Qendres se mjekesise Familjare ne fshatin Komogllave-Ferizaj,2014,IMPACT SHPK,Ferizaj,25-Jun-14,"130,000","99,951.00",Not Provided,99951,-0.23
2778,VITI,Supply,Not Provided,8,Furnizimi me tonera per nevojat e admnistrates,2014,CONNECT,Ferizaj,1-Apr-14,"9,990","7,651.10",0,7651.1,-0.23
2779,PRISHTINE,Jobs,Not Provided,180,Ndertimi I rruges Naser Hajrizi,2014,TOIFOR,Prishtine,6-Jan-15,"169,590","129,873.70",Not Provided,129873.7,-0.23
2780,HANI I ELEZIT,Supply,National Budget,20,Furnizim me material ushqimor dhe pije te ndryshme per nevojat e administrates komunale,2014,PRENI COMERCE DPT,Hani I Elezit,6-Jun-14,"2,500","1,912.05",0,1912.05,-0.24
2786,FERIZAJ,Jobs,Municipal Budget,48,"Rregulli i dritareve dhe nxemjes ne shkollen fillore _Bilall ShalaÓ ne fshatin Lloshkobare, Komuna Ferizaj.",2014,AR DRITI NTSH,Ferizaj,6-Jun-14,"50,000","37,997.00",Not Provided,37997,-0.24
2791,PRISHTINE,Jobs,Not Provided,37,Ndarja e zyres se plani0f. ne katin e dhe hapes. pale ne katin perdhese ne Komunen e re,2014,BREZI KUFITAR,Podujeve,6-Jun-14,"10,000","7,575.22",Not Provided,7575.22,-0.24
2795,PRISHTINE,Jobs,Not Provided,178,Rindertimi i rrugeve me asfalt dhe kubeza ne lagjen Mat,2014,ESKAVATORI COMPANY,Ferizaj,7-Mar-14,"200,000","151,002.00",Not Provided,151002,-0.24
2798,PRISHTINE,Design Contest,Not Provided,10,Hartimi I projektit te pllatos te Kurrizi ne lagjen Dardania,2014,SMART PROJEKT,Prishtine,10-Jul-14,"15,000","11,320.00",Not Provided,11320,-0.25
2800,PRISHTINE,Supply,Not Provided,96,Furnizimi me qumesht UHT per punetoret e Arkivit te Komunes dhe Brigaden e Zjarrefikesve,2014,DEVOLLI,Prishtine,14-Oct-14,"30,000","22,629.37",Not Provided,22629.37,-0.25
2801,PRISHTINE,Services,Not Provided,205,"Dekorimi I sheshit "" Ibrahim Rugova "", "" Bulevardi Nena Terez "" dhe "" Zahir Pajaziti "" per vitn 2015",2014,PERLA EVENTS,Prishtine,23-Dec-14,"10,000","7,537.90",Not Provided,7537.9,-0.25
2802,GJAKOVE,Jobs,National Budget,18,_Ndertimi i lapidarit te lirise ne parkun e qytetitÓ,2014,ROMA 1 & 2K-PLUS,Gjakove,11-Jul-14,"76,572","57,515.57",Not Provided,57515.57,-0.25
2808,FERIZAJ,Services,Not Provided,64,Trajtimi qeneve endacak-Ferizaj.,2014,VETERINA FARM NSH,Ferizaj,15-Jul-14,"20,000","15,000.00",Not Provided,15000,-0.25
2811,PRISHTINE,Services,Not Provided,22,Hartimi I projekteve per disa rruge ne fshatra te Komunes se Prishtines-Grupi I Dyte-LOT 5,2014,INFRA PLUS,Prishtine,1-Jul-14,"4,600","3,446.60",Not Provided,3446.6,-0.25
2813,VITI,Jobs,Not Provided,23,Ndertimi i fushes sportive dhe stazes se vrapimit ne fshatin Skifteraj,2014,ATC COM NNP,Kacanik,6-Jun-14,"36,000","26,961.00",0,26961,-0.25
2818,FERIZAJ,Jobs,Municipal Budget,52,"Ndertimi i salles se edukates fizike ne sh.f.""Tefik _anga"" ne Ferizaj",2014, $ COMERCE NTSH,Ferizaj,18-Jun-14,"250,000","186,745.45",Not Provided,186745.45,-0.25
2822,FERIZAJ,Jobs,Not Provided,81,Asfaltimi I rruges kryesore ne f.Cernille,2014,STRASSEN & TIEFBAU NNP,Ferizaj,12-Aug-14,"45,000","33,586.65",Not Provided,33586.65,-0.25
2827,PRISHTINE,Supply,Not Provided,52,Furnizimi me material stomatologjik-LOT 1,2014,KOSLABOR,Suhareke,1-Dec-14,"81,316","60,511.00",Not Provided,60511,-0.26
2830,FERIZAJ,Jobs,Not Provided,110,Ndertimi I 5(pese) shtepiveper raste sociale,2014,EURO BETON NPT,Ferizaj,8-Oct-14,"86,071","63,939.60",Not Provided,63939.6,-0.26
2832,VITI,Supply,Not Provided,60,Furnizimi me kompjutera dhe pajisje tjera,2014,COMTRADE COMPUTER,Prishtine,24-Sep-14,"9,900","7,346.00",0,7346,-0.26
2833,GJAKOVE,Supply,National Budget,20,_Digjitalizimi i Administrates Komunale Pj.I-re:Furnizim me kamera mbikqyrese Ó,2014,E-CONECT,Prishtine,11-Jul-14,"7,402","5,491.42",Not Provided,5491.42,-0.26
2834,PRISHTINE,Jobs,Not Provided,102,Punimi I rrethojes dhe gardhit te shkalleve ne stadionin e qytetit te Prishtines,2014,GLOBAL ING,Podujeve,1-Sep-14,"9,925","7,360.00",Not Provided,7360,-0.26
2836,FERIZAJ,Jobs,Municipal Budget,27,LOT-III- Rregullimi i nxemjes qendrore ne Sh.F. _Liman RekaÓ Surqine.,2014,N.P.I.E TERMOINSTAL,Suhareke,22-Apr-14,"15,000","11,115.00",Not Provided,11115,-0.26
2839,PRISHTINE,Services,Not Provided,22,Hartimi I projekteve per disa rruge ne fshatra te Komunes se Prishtines-Grupi I Dyte-LOT 4,2014,PRO ING,Prishtine,1-Jul-14,"3,300","2,438.00",Not Provided,2438,-0.26
2852,PRISHTINE,Services,Not Provided,22,Hartimi I projekteve per disa rruge ne fshatra te Komunes se Prishtines-Grupi I Dyte-LOT 7,2014,INFRA PLUS,Prishtine,1-Jul-14,"2,000","1,462.50",Not Provided,1462.5,-0.27
2861,VITI,Supply,Not Provided,37,Furnizimi me dru per djegje per nevojat e shkollave dhe QKMF-s,2014,BUJARI & KEMI,Viti,15-Sep-14,"115,000","83,200.00",0,83200,-0.28
2863,FERIZAJ,Jobs,Municipal Budget,25,"Rregullimi i nxemjeve qendrore ne tri shkollat e Komunes se Ferizajt.
LOT-I- Rregullimi i nxemjes qendrore ne Sh.F. _Ismajl QemaliÓ Prelez i Jerlive.",2014,N.P.I.E TERMOINSTAL,Suhareke,22-Apr-14,"16,342","11,799.00",Not Provided,11799,-0.28
2866,GJAKOVE,Jobs,Municipal Budget,28,_Renovimi i nyjeve sanitare ne konviktin _S.StavileciÓ Ó,2014,VIZION PLUS,Gjakove,25-Jun-14,"3,800","2,735.00",Not Provided,2735,-0.28
2870,HANI I ELEZIT,Services,Municipal Budget,39,Rregullimi i dhomê_s pê_r ngrohjen qendrore tê_ QKMF-sê_ Hani i Elezit,2014,KRAS SHPK,Hani I Elezit,4-Dec-14,"3,200","2,286.00",0,2286,-0.29
2874,VITI,Jobs,Not Provided,52,Meremetimet ne objektin e QKMF-s ne Viti,2014,PRO&CO GROUP,Viti,9-Oct-14,"13,752","9,800.00",0,9800,-0.29
2879,FERIZAJ,Jobs,Not Provided,80,Asfaltimi I rruges ne f.Varosh L.Xhamise,2014,KOSOVA ASFALT NTS,Ferizaj,12-Aug-14,"65,000","46,067.60",Not Provided,46067.6,-0.29
2881,FERIZAJ,Jobs,Municipal Budget,58,Asfaltimi-vazhdimi i rruges kryesore ne fsh. Papaz-Ferizaj.,2014,RAHOVICA COMERC NTP,Ferizaj,30-Jun-14,"65,000","45,790.36",Not Provided,45790.36,-0.3
2886,PRISHTINE,Jobs,Not Provided,158,"Asf.I rr.dhe ndert. I murit mbrojts ne Berbatovc ,asf. ne Besi, trotuari nef. Miloshev-Prugovc-PR",2014,ABC & VIZION PROJEKT,Podujeve,8-Dec-14,"250,277","175,447.04",Not Provided,175447.04,-0.3
2891,GJAKOVE,Supply,National Budget,7,"""Furnizimi me tavoline pune dhe rafta""",2014,ARDI CONSTRUCT,Gjakove,8-Apr-14,"1,900","1,330.00",Not Provided,1330,-0.3
2893,GJAKOVE,Jobs,Municipal Budget,43,_Renovimi i objektit te QKMF _ se ne Gjakove _(Faza B) Ó,2014,ALBI COMPANY,Rahovec,8-Sep-14,"68,186","47,523.26",Not Provided,47523.26,-0.3
2897,GJAKOVE,Supply,Municipal Budget,55,_Furnizim mesperkates _ turbo atomizer me sperkates flutur dhe sperkatese horizontale 8mÓ,2014,HAXHIJAHA,Rahovec,18-Nov-14,"15,000","10,400.00",Not Provided,10400,-0.31
2898,PRISHTINE,Jobs,Not Provided,24,Ndertimi i rruges Bernice e eperme Sharban,2014,BAGERI NPSH,Ferizaj,26-May-14,"907,933","628,046.64",Not Provided,628046.64,-0.31
2903,PRISHTINE,Jobs,Not Provided,142,Ndertimi I kanalizimit fekal ne lagjen e Xhafolleve te fshatit Barileve,2014,G ENG & BLINAJA,Prishtine,17-Nov-14,"178,368","123,057.60",Not Provided,123057.6,-0.31
2905,HANI I ELEZIT,Supply,National Budget,7,Furnizim me rrjet interneti dhe kablloviku per nevoja te Institucioneve te Hanit te Elezit - kontrate 1 vjecare,2014,ELEKTRA NTSH,Hani I Elezit,11-Apr-14,"1,500","1,032.36",0,1032.36,-0.31
2907,VITI,Supply,Not Provided,58,Furnizimi me kunora dhe buqeta lulesh,2014,DYLI MERMER,Viti,26-Sep-14,"2,000","1,375.00",0,1375,-0.31
2908,FERIZAJ,Services,Not Provided,139,Furnizim me lende djegese-Thengjill,2014,GRESA COMERC,Prizren,11-Nov-14,"69,000","47,428.00",Not Provided,47428,-0.31
2909,PRISHTINE,Jobs,Not Provided,21,Rregullimi I shtratit te lumit Prishtina-faza e pare Fushe e Pajtimit-Makovc,2014,REXHA,Prishtine,26-May-14,"580,000","398,401.78",Not Provided,398401.78,-0.31
2912,PRISHTINE,Services,Not Provided,34,Hartimi I disa projekteve infrastrukturore ne fshatrat e Prishtines-LOT 2,2014,VIJA COM,Prishtine,15-Jul-14,"1,500","1,027.00",Not Provided,1027,-0.32
2913,PRISHTINE,Services,Not Provided,157,"Dezinsektimi, dezinfektimi dhe deratizimi I objekteve shkollore",2014,EKO DDD,Ferizaj,27-Nov-14,"50,000","34,231.68",Not Provided,34231.68,-0.32
2918,PRISHTINE,Services,Not Provided,99,"Organizimi I festivalit ""Ylberi I Prishtines""-Furnizim me ushqim",2014,BENI DONA PLAST,Prishtine,5-Sep-14,"8,490","5,767.00",Not Provided,5767,-0.32
2920,PRISHTINE,Jobs,Not Provided,155,Ndertimi I infrastruktures ne rrugen Shaqir Igrishta dhe rruget Lidhese,2014,DIMI BAU,Lipjani,1-Dec-14,"499,312","338,873.80",Not Provided,338873.8,-0.32
2925,GJAKOVE,Supply,National Budget,48,_Furnizim me material shpenzues administrativ per nevojat e Komunes se GjakovesÓ pj.I-re,2014,AGIMI DE,Prishtine,19-Dec-14,"27,898","18,798.80",Not Provided,18798.8,-0.33
2929,PRISHTINE,Jobs,Not Provided,13,"Mirembajtja, rregullimi I fontanave,krojeve dhe monumenteve",2014,C4A & PRO ART,Prishtine,14-Apr-14,"50,000","33,480.20",Not Provided,33480.2,-0.33
2931,GJAKOVE,Jobs,National Budget,54,_Ndertimi i kanalit te mbyllur te ujitjes ne fshatn Dobrosh(lagjia Pajaziti dhe _aushi ) Ó,2014,JOOS KRASNIQI BAZE,Junik,10-Oct-14,"9,867","6,599.47",Not Provided,6599.47,-0.33
2932,PRISHTINE,Jobs,Not Provided,149,Ndertimi I rrugeve ne lagjen Mati 1-Prishtine,2014,ESKAVATORI COMPANY & KEMA COMPANY SHPK,Ferizaj,25-Nov-14,"483,344","322,887.00",Not Provided,322887,-0.33
2938,VITI,Supply,Not Provided,74,Furnizimi me barna per nevojat e QKMFs,2014,MADE KOS,Prishtine,5-Nov-14,"9,000","5,999.00",0,5999,-0.33
2939,GJAKOVE,Jobs,Donation,30,_Ndertimi i lapidarit ne Berjahe Ó,2014,KORBEN,Gjakove,7-Aug-14,"23,836","15,885.20",Not Provided,15885.2,-0.33
2942,FERIZAJ,Supply,Municipal Budget,36,"Furnizim me produkte medicinale dhe material hargjues medicinal per nevojat e QKMF-se ne Ferizaj.
LOT -I- : Furnizim me material hargjues mjekesor dhe terapi per nevojat e QKMF-se-Ferizaj.
",2014,AGANI LTD SHPK,Prishtine,16-May-14,"70,000","46,544.00",Not Provided,46544,-0.34
2947,GJAKOVE,Supply,National Budget,8,"_Furnizim me kompjutera,laptopa,shtepiza,ram memory,printera dhe aparat fotografik Ó",2014,KIBERNETIKA,Gjakove,12-May-14,"24,294","16,056.00",Not Provided,16056,-0.34
2948,PRISHTINE,Supply,Not Provided,188,Furnizimi me uniforma per personelin e QKMF - se ne Prishtine,2014,ARTA TEX,Peje,16-Jan-14,"30,000","19,823.40",Not Provided,19823.4,-0.34
2954,FERIZAJ,Jobs,Municipal Budget,44,Pastrimi i kanalit ne livadhet e Kosines.,2014,GURI DEKOR NSH,Ferizaj,27-May-14,"10,000","6,533.15",Not Provided,6533.15,-0.35
2961,PRISHTINE,Supply,Not Provided,129,Furnizimi me material didaktik per Institucionet Parashkollore,2014,KGT,Prishtine,25-Feb-14,"60,000","38,970.41",Not Provided,38970.41,-0.35
2964,FERIZAJ,Jobs,Not Provided,84,"Rregullimi I kulmit ne shkollen f.""Astrit Bytyqi""",2014,EURO BETON NPT,Ferizaj,21-Aug-14,"54,232","35,050.45",Not Provided,35050.45,-0.35
2966,FERIZAJ,Supply,Municipal Budget,35,"Furnizim me nje veture (kombi) per dialize dhe nje autoambulance per nevoja te QKMF ne Ferizaj.
LLOT II - Furnizim me nje autoambulance per nevoja te QKMF-se Ferizaj
",2014,BAHOLLI SHPK,Prishtine,13-May-14,"80,000","51,501.44",Not Provided,51501.44,-0.36
2968,PRISHTINE,Jobs,Not Provided,86,Kanalizmi fekal nga fshati Shkabaj ne drejtim te lagjes Arberia dhe K.e Trimave,2014,DIMI BAU & LINDA,Lipjani,20-Oct-14,"599,346","384,501.86",Not Provided,384501.86,-0.36
2970,PRISHTINE,Jobs,Not Provided,171,Ndertimi i rrugeve te Pallati i Drejtesise-Hajvali,2014,GASHI ING,Suhareke,23-Dec-14,"338,909","216,971.50",Not Provided,216971.5,-0.36
2972,HANI I ELEZIT,Services,National Budget,5,Mirembajtja dhe servisimi I veturave te administrates komunale(Hyundai Acent &Hyundai Santafe) - kontrate 1 vjecare,2014,BESA NSH,Ferizaj,26-Feb-14,"5,000","3,190.50",0,3190.5,-0.36
2975,PRISHTINE,Services,Not Provided,44,Hartimi I disa projekteve per mure mbrojtese dhe rruge ne fshatra dhe qytetete -LOT 2,2014,CAD ENGINERING,Prishtine,23-Jul-14,"7,500","4,757.00",Not Provided,4757,-0.37
2976,PRISHTINE,Jobs,Not Provided,144,Ndertimi I mureve mbrojtese ne rrugen Ceta e Llapit dhe ne rugen Trepca ne Prishtine,2014,AHV & KAWA GROUP,Suhareke,14-Nov-14,"31,678","20,046.60",Not Provided,20046.6,-0.37
2977,PRISHTINE,Services,Not Provided,50,Organizimi I dhe realizimi I programit per diten e 11 Qershorit - Dita e clirimit - pjesa artistike,2014,PI COMUNUICATEUS,Prishtine,10-Jun-14,"7,000","4,420.00",Not Provided,4420,-0.37
2987,GJAKOVE,Jobs,Municipal Budget,39,_Renovimi i objekteve shkolloreÓ,2014,MONTKOMERCE,Gjakove,18-Aug-14,"59,450","37,120.00",Not Provided,37120,-0.38
2995,PRISHTINE,Supply,Not Provided,91,Furnizimi dhe montimi I dollapeve per ciklet e uleta te shkollave fillore te K. se Prishtines,2014,DUGLAS,Podujeve,15-Oct-14,"360,000","222,419.50",Not Provided,222419.5,-0.38
2999,PRISHTINE,Services,Not Provided,93,Projektimi I disa rrugeve sipas plani rregullues Arberia 3 me infrastrukture nentoksore,2014,VIZION PROJEKT,Prishtine,8-Oct-14,"8,000","4,926.50",Not Provided,4926.5,-0.38
3000,PRISHTINE,Jobs,Not Provided,25,Ndertimi I rruges Siqeve-Sharban,2014,PAPENBURG & ADRIANI,Ferizaj,26-May-14,"810,449","498,967.34",Not Provided,498967.34,-0.38
3003,PRISHTINE,Supply,Not Provided,43,Furnizimi me paisje te IT-se per nevojat e Komunes se Prishtines per vitin 2014,2014,BOTEK NT,Prishtine,7-Sep-14,"80,000","49,034.00",Not Provided,49034,-0.39
3004,PRISHTINE,Jobs,Not Provided,122,"Ndert.I infrastr.ne rruget Apollonia.Fadil Ferati,Drini I Bardhe ,Fadil Ferati II dhe Agim Qela",2014,GERLICA COMPANY SHPK,Ferizaj,28-Oct-14,"197,631","121,000.00",Not Provided,121000,-0.39
3010,PRISHTINE,Jobs,Not Provided,118,"Ndertimi I Infrastruktures ne rruget Jusuf Gervalla me krahet ( I,II,III) dhe te shkolla Don Bosko",2014,ESKAVATORI COMPANY & KEMA COMPANY SHPK,Ferizaj,21-Oct-14,"261,424","159,274.75",Not Provided,159274.75,-0.39
3013,PRISHTINE,Jobs,Not Provided,11,Mirembajtja e ndriqimit publike per vitin 2014 LOT 2 - Ritender,2014,NDRCIMI ELTRING,Prishtine,27-Aug-14,"95,000","57,434.90",Not Provided,57434.9,-0.4
3014,FERIZAJ,Services,Municipal Budget,15,Krasitja e drunjve pergjate rr. _Deshmoret e kombitÓ dhe ne sheshin e qytetit.,2014,IDEALI NSHP,Ferizaj,2-Apr-14,"5,000","3,010.00",Not Provided,3010,-0.4
3015,PRISHTINE,Services,Not Provided,55,"Manifestimi kulturor me rastin 21 qershorit, festes se muzikes-pjesa artistike",2014,LIGHT DESIGN STUDIO,Podujeve,20-Jun-14,"8,000","4,810.00",Not Provided,4810,-0.4
3017,PRISHTINE,Jobs,Not Provided,105,Ndertimi I kanalizimit fekal Bardhosh-Prugovc-Barileve,2014,BELVEDERE & I SEFERI,Suhareke,13-Oct-14,"181,446","108,946.00",Not Provided,108946,-0.4
3024,PRISHTINE,Jobs,Not Provided,39,Vazhdimi I rruges VLORA,2014,SHKOZA,Prishtine,8-Jul-14,"99,907","59,592.59",Not Provided,59592.59,-0.4
3026,PRISHTINE,Supply,Not Provided,80,"Furn.dhe montimi I trafo-blindes per Bibl.e Qytetit ""H.Sylejmani"" ne lagjen Dardania ne Prisht.",2014,RISMONT,Prishtine,10-Sep-14,"30,000","17,854.50",Not Provided,17854.5,-0.4
3029,VITI,Jobs,Not Provided,30,Shtruarja me zhavor e rrugeve bujqesore,2014,COMPANY ZUKA COMMERCE,Gjilan,21-Jul-14,"70,000","37,766.40","3,622.00",41388.4,-0.41
3030,FERIZAJ,Services,Municipal Budget,16,"Mirembajtja dhe servisimi i pajisjeve te teknologjise informative per nevojat e 
Administrates Komunale dhe institucioneve te tjera te cilat funksionojne ne kuader te Komunes se Ferizajt.",2014,GASHI COM NSHP,Ferizaj,7-Apr-14,"10,000","5,887.80",Not Provided,5887.8,-0.41
3032,FERIZAJ,Jobs,Not Provided,85,"Rrregullimi ikulmit ne Gjimnazin ""Kuvendi I Arberit""",2014,EURO BETON NPT,Ferizaj,21-Aug-14,"54,200","31,850.00",Not Provided,31850,-0.41
3033,GJAKOVE,Services,National Budget,35,_Auditimi i pavarur per ndermarrjet publike komunale KRMê_abratiÓ dhe _Stacioni i AutobuseveÓ Ó,2014,BAKER TILLY KOSOVO LLC,Prishtine,19-Aug-14,"8,000","4,690.00",Not Provided,4690,-0.41
3034,VITI,Services,Not Provided,6,Mirmbajtja e ndricimit publik ne qytetin e Vitise dhe lokalitete tjera,2014,BAGDAT NTSH,Viti,12-Mar-14,"9,000","5,235.00",0,5235,-0.42
3037,PRISHTINE,Jobs,Not Provided,20,"Pastrimi I shtratit te lumenjeve, kolektorit atmosferik dhe vendosja e kapakeve te pusetave",2014,EUR PARTNES & VIZIO,Prishtine,29-Apr-14,"100,000","57,964.20",Not Provided,57964.2,-0.42
3039,GJAKOVE,Services,Municipal Budget,21,_Punimi i projektit kryesor per qerdhen _G.TerbeshiÓne Gjakove Ó,2014,GONI-ING & D-PROJECT,Prizren,18-Jun-14,"2,500","1,445.50",Not Provided,1445.5,-0.42
3040,PRISHTINE,Jobs,Not Provided,82,"Kolektori dhe kanalizimi fekal ne rrugen mbi lumin""Mat""ne lagjen Kalabria",2014,KAWA GROUP & TEKNIKA PROJ,Suhareke,13-Oct-14,"1,787,593","1,030,554.86",Not Provided,1030554.86,-0.42
3043,PRISHTINE,Services,Not Provided,23,Hartimi I disa projekteve infrastrukturore ne qytetin e Prishtines-LOT 4,2014,PROING,Prishtine,15-May-14,"25,000","14,300.00",Not Provided,14300,-0.43
