ID,Municipality,Contract Type,Fund Source,Serial Number,Description,Year,Contract Awardee,Awardee Headquarters,Date Signed,Estimated Value,Price,Annex,Total,overun_%,clean_overun_%
108,KACANIK,Jobs,Unknown,KA652/11/052/521,Ndertimi I tregut te kafsheve ne fshatin Kovaqec,2011,LYBOTENI SHPK,Shterpce,8-Nov-11,Not Provided,18559.4,Not Provided,18559.4,N/A,Not Applicable
109,KACANIK,Jobs,Unknown,KA652/11/59/536,"Ndertimi I kanalizimit fekal ne Shkollen Fillore ""7 Shtatori"" Begrace",2011,ATC COM NNP,Kacanik,14-Nov-11,Not Provided,9994.71,Not Provided,9994.71,N/A,Not Applicable
110,KACANIK,Services,Unknown,KA652/11/64/236,Instalimi I sistemit te Kamerave mbrenda dhe jashte ne Sh.F. Emin Duraku,2011,NAS SYSTEMS NTP,Gjilan,14-Nov-11,Not Provided,1974.2,Not Provided,1974.2,N/A,Not Applicable
111,KACANIK,Jobs,Unknown,KA652/11/60/536,"Rregullimi dyshemes ne sallen e sportit ne SHMP ""Feriz Guri dhe Vllezerit ‚aka""",2011,AR DRITI NTSH,Ferizaj,16-Nov-11,Not Provided,4995,Not Provided,4995,N/A,Not Applicable
112,KACANIK,Jobs,Unknown,KA653/11/61/536,Ndertimi I murit mbajtes te varrezat e Qytetit,2011,REMA NTSH,Kacanik,18-Nov-11,Not Provided,9950.8,Not Provided,9950.8,N/A,Not Applicable
113,KACANIK,Supply,Unknown,KA652/11/56/121,"Furnizim me material harxhues _ administrativ per SHCK-en, Shkollat,Zjarrfiksat dhe ShendetsineÓ",2011,ELITA IT NTSH,Ferizaj,25-Nov-11,Not Provided,100000,Not Provided,100000,N/A,Not Applicable
114,KACANIK,Jobs,Unknown,KA652/11/63/536,Riparimi I rrjettit te ndriqimit publik dhe sinjalizimi horizontal dhe vertikal - Kacanik,2011,KROSA NSH,Ferizaj,30-Nov-11,Not Provided,4788,Not Provided,4788,N/A,Not Applicable
115,KACANIK,Services,Unknown,KA653/11/62/221,Mirembajtja dimerore e disa rrugeve ne Komunen e Kacanikut,2011,ANRA SHPK,Prishtine,13-Dec-11,Not Provided,30000,Not Provided,30000,N/A,Not Applicable
116,FERIZAJ,Supply,1,195,Furnizimi me dhe per mbushjen e hapesires se fushes se sportit ne Fsh.Komogllave-Faza e dyte,2011,BUARDI SHPK,Kacanik,14-Dec-11,0,9180,0,9180,N/A,Not Applicable
117,KACANIK,Not Provided,Unknown,KA652/12/002/136,Furnizim me pajisje teknologjike - Lloptop per keshilltaret Komunal,2012,ELITA IT NTSH,Kacanik,28-Feb-12,Not Provided,9585,Not Provided,9585,N/A,Not Applicable
118,FERIZAJ,Services,1,6,"Pastrimi dhe mirembajtja e objektit te Komunes,Dispanzerit, Qendra nr.2, Qendra nr.4 dhe QPS-se ne Ferizaj",2012,SCORPION SHPK,Viti,1-Mar-12,0,0,4683.87,4683.87,N/A,Not Applicable
119,FERIZAJ,Services,2,7,Dhenja me qira e tregut te gjelber ne Ferizaj me siperfaqe 22081 m2,2012,ELRON SHPK,Ferizaj,12-Mar-12,0,92400,0,92400,N/A,Not Applicable
120,KACANIK,Not Provided,Unknown,KA652/12/004/536,Rregullimi I stazes gjelberuese ne pjesen lindore te lumin Nerodime,2012,ATC COM NNP,Kacanik,22-Mar-12,Not Provided,7039.38,Not Provided,7039.38,N/A,Not Applicable
121,FERIZAJ,Services,2,14,Dhenja me qira e tregut te kafsheve ne Ferizaj me siperfaqe 10000 m2,2012,STACIONI QENDROR I VETERINAIRSE,Ferizaj,2-Apr-12,0,23280,0,23280,N/A,Not Applicable
122,KACANIK,Not Provided,Unknown,KA652/12/013/136,Furnizim me repromaterial bujqesor (fare misri dhe pleh Artificial) per mbeshtetje te fermereve,2012,FITOFARMA NTP,Ferizaj,23-Apr-12,Not Provided,9640,Not Provided,9640,N/A,Not Applicable
123,KACANIK,Not Provided,Unknown,KA652/12/014/236,Rregullimi I sistemit pike pike te ujitjes ne pemishte,2012,NDRIQIMI NT,Kacanik,23-Apr-12,Not Provided,8767.5,Not Provided,8767.5,N/A,Not Applicable
124,KACANIK,Not Provided,Unknown,KA652/12/016/136,Funizim me ushqim dhe pije,2012,GèZIMI DPT,Kacanik,25-Apr-12,Not Provided,10000,Not Provided,10000,N/A,Not Applicable
125,KACANIK,Not Provided,Unknown,KA652/12/008/236,Mirmbajtja dhe riparimi I automjeteve,2012,MALèSIA NTP,Kacanik,26-Apr-12,Not Provided,10000,Not Provided,10000,N/A,Not Applicable
126,KACANIK,Not Provided,Unknown,KA652/12/011/136,Furnizim me pajisje medicionale per laboratorin e QKMF-se,2012,ATOM MED NTSH,Ferizaj,10-May-12,Not Provided,9716,Not Provided,9716,N/A,Not Applicable
127,KACANIK,Not Provided,Unknown,KA652/12/018/236,"Rregullimi I bustit te deshmorit Qmil Ilazi, ""Komandat Bardhi""",2012,ARTE - ATELE DPZ,Fushe Kosove,10-May-12,Not Provided,5499.8,Not Provided,5499.8,N/A,Not Applicable
128,KACANIK,Not Provided,Unknown,KA652/12/005/521,"Ndertimi dhe asfaltimi I rruges ""Ramadan Agushi""",2012,ATC COM NNP,Kacanik,14-May-12,Not Provided,49824.45,Not Provided,49824.45,N/A,Not Applicable
129,KACANIK,Not Provided,Unknown,KA652/12/006/521,Rregullimi I perroit ne rrugaen Lidhja e Prizrenit,2012,REMA NTSH,Kacanik,16-May-12,Not Provided,24420,Not Provided,24420,N/A,Not Applicable
130,KACANIK,Not Provided,Unknown,KA652/12/003/521,Asfaltimi dhe rregullimi I rrugeve lokale,2012,EUROTRANS NNT,Kacanik,24-May-12,Not Provided,50000,Not Provided,50000,N/A,Not Applicable
131,KACANIK,Not Provided,Unknown,KA652/12/012/521,"Ndertimi dhe asfaltimi I rruges ""Agim Bajrami""",2012,MAGJISTRALJA NNT,Gjilan,25-May-12,Not Provided,39815.95,Not Provided,39815.95,N/A,Not Applicable
132,KACANIK,Not Provided,Unknown,KA652/12/021/236,Sherbimet e Zerimit per nevojat e komunes se Kacanikut,2012,FBT NTSH,Kacanik,28-May-12,Not Provided,10000,Not Provided,10000,N/A,Not Applicable
133,KACANIK,Not Provided,Unknown,KA652/12/023/536,Adaptimi I hyrjes dhe daljes se ures mbi lumin Nerodime,2012,AR DRITI NTSH,Ferizaj,5-Jun-12,Not Provided,9973.5,Not Provided,9973.5,N/A,Not Applicable
134,KACANIK,Not Provided,Unknown,KA652/12/28/236,"Punimi I planit rregullues urban per zonen e I-re urbanistike ne qytetin e Kacanikut, faza e dyte",2012,INSI SHPK,Prishtine,19-Jun-12,Not Provided,9950,Not Provided,9950,N/A,Not Applicable
135,KACANIK,Not Provided,Unknown,KA652/12/31/536,Ndertimi I rrjetit te ujesjellsit per shkollen fillore ne fshatin Vate,2012,MURSELI COMPANY SHPK,Kacanik,20-Jun-12,Not Provided,5497.95,Not Provided,5497.95,N/A,Not Applicable
136,KACANIK,Not Provided,Unknown,KA652/12/33/521,Mirmbajtja e rrjetit te ndricimit publik,2012,ELEKTRA NTSH,Hani I Elezit,22-Jun-12,Not Provided,10000,Not Provided,10000,N/A,Not Applicable
137,KACANIK,Not Provided,Unknown,KA652/12/32/136,Furnizim me material stomatologjik dhe laboratorik per QKMF- ne,2012,ATOM MED NTSH,Ferizaj,3-Jul-12,Not Provided,10000,Not Provided,10000,N/A,Not Applicable
138,FERIZAJ,Services,1,72,Sigurimi fizik i objektit te Komunes dhe objekteve te QKMF-se ne Ferizaj,2012,ROJET E NDERIT SHPK,Prishtine,5-Jul-12,0,0,2842.56,2842.56,N/A,Not Applicable
139,KACANIK,Not Provided,Unknown,KA652/12/035/521,Ndertimi i serrave me siperfaqe prej 256 m_ per subvecionimin e fermereve,2012,KASTRIOTI NSH,Ferizaj,16-Jul-12,Not Provided,36700,Not Provided,36700,N/A,Not Applicable
140,KACANIK,Not Provided,Unknown,KA652/12/38/536,Ndertimi I pllakes perkujtimore te deshmoreve te lirise ne fshatin Kotline,2012,REMA NTSH,Kacanik,19-Jul-12,Not Provided,2760.8,Not Provided,2760.8,N/A,Not Applicable
141,KACANIK,Not Provided,Unknown,KA652/12/39/536,"Sanimi I rrjetit te kanalizimit fekal ne shf. ""Emin Duraku"" ne Kacanik",2012,ATC COM NNP,Kacanik,19-Jul-12,Not Provided,2560.29,Not Provided,2560.29,N/A,Not Applicable
142,FERIZAJ,Services,2,83,Vaksinimi i dheneve dhe dhive kunder semundjes infektive Enterotoksemia ne Komunen e Ferizajt,2012,AMB FARMACIA VETERIN GONI,Ferizaj,27-Jul-12,0,0,3330,3330,N/A,Not Applicable
143,KACANIK,Not Provided,Unknown,KA652/12/30/521,Largimi I mbeturinave nga deponit ilegale dhe pastrimi I perrockave,2012,KRM PASTRIMI,Ferizaj,1-Aug-12,Not Provided,61958.5,Not Provided,61958.5,N/A,Not Applicable
144,PRISHTINè,Design Contest,2,92,Hartimi i zgjedhjes ideore per pishinen ne Germi,2012,GM ARHITEKTURE,Prishtine,10-Aug-12,Not Provided,32500,Not Provided,32500,N/A,Not Applicable
145,KACANIK,Not Provided,Unknown,KA652/12/37/521,Meremetimi I pjeserishem ne disa shkolla ne Komunene Kacanikut,2012,MURSELI COMPANY SHPK,Kacanik,14-Aug-12,Not Provided,27517.12,Not Provided,27517.12,N/A,Not Applicable
146,KACANIK,Not Provided,Unknown,KA652/12/34/121,"""Furnizim me nafte dhe derivate te naftes per nevojat e SHCK-se, Shendetesine, Shkollat dhe Zjarrfiksat"", Kontrate njevjeqare",2012,SHKèNDIA NTSH,Kacanik,17-Aug-12,Not Provided,125000,Not Provided,125000,N/A,Not Applicable
147,KACANIK,Not Provided,Unknown,KA652/12/41/121,Furnizim me materijal per mirembajtjen e objekteve te administrates Komunale,2012,JETA E RE NTSH,Kacanik,17-Aug-12,Not Provided,20000,Not Provided,20000,N/A,Not Applicable
148,FERIZAJ,Jobs,"1, 2",119,Asfaltimi i 11 (njembedhjete) rrugeve ne Ferizaj LOT II,2012,GASHI ING NNTPP,Suhareke,21-Aug-12,0,87177.9,0,87177.9,N/A,Not Applicable
149,FERIZAJ,Services,1,126,ÒDhenja me qira e tregut te gjelber ne Ferizaj me siperfaqe 22081 m2Ó,2012,ELRON SHPK,Ferizaj,24-Aug-12,0,0,92400,92400,N/A,Not Applicable
150,KACANIK,Not Provided,Unknown,KA652/12/047/536,"Sanimi I rrjetit te kanalizimit fekal te banesa e ""Ish Komitetit"" dhe ne rrugen ""Ganimete Terbeshi"" - Kacanik",2012,PèRZHA NPSH,Kacanik,28-Aug-12,Not Provided,2313.7,Not Provided,2313.7,N/A,Not Applicable
151,FERIZAJ,Jobs,"1, 2",131,Ndertimi i pusetave per instalime nentokesore ne bashkefinancim me KEK-un,2012,STRASSEN & TIEFBAU NNP,Ferizaj,4-Sep-12,0,40878,0,40878,N/A,Not Applicable
152,KACANIK,Not Provided,Unknown,KA652/12/42/521,Punimi I varrezave te deshmoreve ne Kacanik - Faza e dyte,2012,P & I NNSH,Kacanik,4-Sep-12,Not Provided,47837.88,Not Provided,47837.88,N/A,Not Applicable
153,FERIZAJ,Services,1,75,Bartja e minoriteteve.,2013,METI COMERC NPT,Ferizaj,23-Jul-13,Not Provided,2000,Not Provided,2000,N/A,Not Applicable
154,FERIZAJ,Jobs,1,85,"Eliminimi i kabllos se vjeter dhe vendosja e kabllos se re sipas zgjidhjes
teknike te ofruar nga KEK-u te stadiumi i ri i qytetit(projekt me BE).",2013,ELEKTRO HETA NTSH,Ferizaj,30-Jul-13,Not Provided,9979.2,Not Provided,9979.2,N/A,Not Applicable
155,FERIZAJ,Jobs,2,97,Ndertimi i rrjetit te kanalizimit fekal ne rrugen ''Liman Reka'' ne Ferizaj.,2013,BERISHA COMPANY SHA,Ferizaj,29-Aug-13,Not Provided,9962.41,Not Provided,9962.41,N/A,Not Applicable
156,FERIZAJ,Jobs,"2, 3",103,"LOT II: Shtruarja e kater rrugeve me kubeza betoni:
1. Shtruarja me kubeza e rruges ÒNermin VloraÓ,
2. Shtruarja me kubeza e rruges ÒRiza GogaÓ,
3. Shtruarja me kubeza e rruges ÒElhami HasaniÓ,
4. Shtruarja me kubeza e rruges ÒLutfi HaxhidemaÓ-krahu I.
",2013,ESKAVATORI COMPANY & KEMA COMPANY SHPK,Ferizaj,11-Sep-13,Not Provided,39944.46,Not Provided,39944.46,N/A,Not Applicable
157,FERIZAJ,Jobs,"2, 3",104,"LOT III: Asfaltimi i 4 rrugeve:
1. Asfaltimi i rruges ÒFatmir KerceliÓ,
2. Asfaltimi i rruges ÒPjeter BudiÓ,
3. Asfaltimi i rruges - lagjja Neziri, fsh. Muhoc,
4. Asfaltimi i rruges - lagjja Ahmetaj, fsh. Muhoc.
",2013,LINDA SHPK,Ferizaj,11-Sep-13,Not Provided,44903.7,Not Provided,44903.7,N/A,Not Applicable
158,FERIZAJ,Jobs,"2, 3",105,"Lot-I-: Asfaltimi i dy rrugeve:
1. Asfaltimi i rruges ne fshatin Sojeve _ lagjia Limanaj,
2. Asfaltimi i rruges ne fshatin Sojeve _ lagjia e Xhamise.
",2013,STRASSEN & TIEFBAU NNP,Ferizaj,11-Sep-13,Not Provided,27181,Not Provided,27181,N/A,Not Applicable
159,FERIZAJ,Jobs,"2, 3",106,"Lot-II-: Asfaltimi i kater rrugeve:
1. Asfaltimi i rruges ÒQazim LlugaxhiuÓ,
2. Asfaltimi i rruges ne fshatin Muhoc - lagjia Rexhepi,
3. Asfaltimi i rruges ÒAnton ‚ettaÓ,
4. Asfaltimi i rruges ne fshatin Pleshine - lagjia Kurtaliqi,Dinolli,Canaj dhe Xhuka.
",2013,STRASSEN & TIEFBAU NNP,Ferizaj,11-Sep-13,Not Provided,69880.5,Not Provided,69880.5,N/A,Not Applicable
160,FERIZAJ,Jobs,"2, 3",107,"Lot-III-: Shtruarja e tri rrugeve me kubeza betoni:
1. Shtruarja me kubeza e rruges ÒIdriz MaliqiÓ,
2. Shtruarja me kubeza e rruges ÒHysni KajtaziÓ,
3. Shtruarja me kubeza e rruges ÒAbdylselam AhmetiÓ.
",2013,ATC COM NNP,Kacanik,11-Sep-13,Not Provided,51925.8,Not Provided,51925.8,N/A,Not Applicable
161,FERIZAJ,Jobs,"2, 3",108,"Lot-IV-: Shtruarja e dy rrugeve me kubeza betoni:
1. Shtruarja me kubeza e rruges ÒLutfi HaxhidemaÓ,
2. Shtruarja me kubeza e rruges ÒAli IvajaÓ.
",2013,EURO PARKU NTP,Ferizaj,11-Sep-13,Not Provided,20503.9,Not Provided,20503.9,N/A,Not Applicable
162,FERIZAJ,Jobs,"1, 2",115,"Mirembajtja e rrugeve me asfalt dhe trotoaret.
LOT II: Trotoaret.
",2013,ESKAVATORI COMPANY,Ferizaj,2-Oct-13,Not Provided,20000,Not Provided,20000,N/A,Not Applicable
163,FERIZAJ,Jobs,1,120,Hapja e pusit ne fshatin Zllatar per afro 15 familje.,2013,BETONI & MB,Ferizaj,3-Oct-13,Not Provided,5705.5,Not Provided,5705.5,N/A,Not Applicable
164,FERIZAJ,Services,1,121,Bartja e punetoreve stinor ne relacionin Ferizaj - Burrnik dhe anasjelltas.,2013,SHEMA SHPK,Ferizaj,3-Oct-13,Not Provided,4780,Not Provided,4780,N/A,Not Applicable
165,FERIZAJ,Supply,1,122,Furnizimi me material per rregullimin e rruges te QMF-IV- ne Ferizaj.,2013,COMPANY MURSELI,Ferizaj,3-Oct-13,Not Provided,6335,Not Provided,6335,N/A,Not Applicable
166,FERIZAJ,Jobs,1,128,Ndertimi i rrjetit te kanalizimit fekal ne disa lagje te fshatit Lloshkobare ne Ferizaj.,2013,ENISI NPSH,Ferizaj,19-Oct-13,Not Provided,9958.6,Not Provided,9958.6,N/A,Not Applicable
167,FERIZAJ,Jobs,1,129,Ndertimi i rrjetit te ujesjellesit ne lagjen e Haxhibanusheve ne fshatin Neredime dhe kanalizimi fekal ne lagjen Mehaj dhe Jusufi ne fshatin Lloshkobare.,2013,ENISI NPSH,Ferizaj,19-Oct-13,Not Provided,9928.85,Not Provided,9928.85,N/A,Not Applicable
168,FERIZAJ,Counseling Services,1,132,Sherbime gjeodezike dhe kadastrale per nevoja te shpronesimit ne Komunen se Ferizajt,2013,VIZURIMI & NPP GEO INFO NPSH,Ferizaj,24-Oct-13,Not Provided,20000,Not Provided,20000,N/A,Not Applicable
169,FERIZAJ,Supply,2,147,LOT-II-:Furnizimi me Ultraze.,2013,KOSOVAMED SHPK,Prishtine,6-Nov-13,Not Provided,16380,Not Provided,16380,N/A,Not Applicable
170,FERIZAJ,Supply,2,148,LOT-III-:Furnizimi me analizatore.,2013,ATOM MED NTSH,Ferizaj,6-Nov-13,Not Provided,32000,Not Provided,32000,N/A,Not Applicable
171,FERIZAJ,Jobs,"1, 2, 3",151,"LOT I: 
1. Kanalizimi dhe asfaltimi i rruges ÒSmajl GoraniÓ,
2. Kanalizimi dhe asfaltimi i rrugices qe lidhet me rrugen ÒBajram dhe Gursel SylejmaniÓ,
3. Kanalizimi dhe asfaltimi i rrugeve ÒSefedin FirzaÓdhe ÒDesanka MaksimoviqÓ.
",2013,ESKAVATORI COMPANY & KEMA COMPANY SHPK,Ferizaj,7-Nov-13,Not Provided,91518.39,Not Provided,91518.39,N/A,Not Applicable
172,FERIZAJ,Jobs,"1, 2, 3",152,"LOT II: 
1. Asfaltimi i rrugeve ne fshatin Koshare-lagjia e Maqiteveve,
2. Asfaltimi i rruges ne fshatin Sojeve _ lagjia Velegllaveve.
",2013,PAPENBURG & ADRIANI,Ferizaj,7-Nov-13,Not Provided,50200.3,Not Provided,50200.3,N/A,Not Applicable
173,FERIZAJ,Jobs,"1, 3",153,"LOT III: 
1. Shtruarja me kubeza e rruges ÒRexhep DemiriÓ.
",2013,ESKAVATORI COMPANY,Ferizaj,7-Nov-13,Not Provided,10146,Not Provided,10146,N/A,Not Applicable
174,GJILAN,Jobs,Unknown,141,meremetimi I rruges Livoq I Ulet - Konsoni-Cerrnice,2013,TALI,Gjilan,11-Nov-13,Not Provided,9825,Not Provided,9825,N/A,Not Applicable
175,FERIZAJ,Jobs,3,157,Rregullimi i i nxemjes qendrore ne sh.f. ''Mejdi Xhaferi'' ne fshatin Mirosale.,2013,AR DRITI NTSH,Ferizaj,12-Nov-13,Not Provided,3381,Not Provided,3381,N/A,Not Applicable
176,FERIZAJ,Not Provided,2,160,Ndertimi i shtepive per raste sociale.,2013,DONELI NN,Ferizaj,15-Nov-13,Not Provided,Not Provided,4879.5,4879.5,N/A,Not Applicable
177,FERIZAJ,Supply,1,161,Furnizimi me gypsjelles te ujit ne lagjen Saraishte - Ferizaj.,2013,BERISHA COMPANY SHA,Ferizaj,15-Nov-13,Not Provided,9915.66,Not Provided,9915.66,N/A,Not Applicable
178,FERIZAJ,Jobs,1,164,Rregullimi i shtratit te lumit - pjesa nga fsh. Koshare ne drejtim te fsh. Muzeqine.,2013,LEONARDI TRANS NTSH,Ferizaj,23-Nov-13,Not Provided,9876.4,Not Provided,9876.4,N/A,Not Applicable
179,FERIZAJ,Jobs,1,167,Rregullimi i kanalizimit fekal dhe zgjerimi i trotuareve pergjate magjistrales ne fsh. Sojeve.,2013,ATC COM NNP,Kacanik,26-Nov-13,Not Provided,6120,Not Provided,6120,N/A,Not Applicable
180,FERIZAJ,Jobs,1,168,Riparimi i kanalizimit atmosferik ne rrugen ''Arsim Bega'' dhe sanimi i rruges se demtuar qe lidhet me rr. ''Arsim Bega''.,2013,EURO INFRASTRUKTURA SHPK,Ferizaj,26-Nov-13,Not Provided,9847.5,Not Provided,9847.5,N/A,Not Applicable
181,FERIZAJ,Jobs,3,171,Rregullimi i seres ne sh.m.bujqesore ''Zenel Hajdini'' ne Ferizaj.,2013,NOLI S NNP,Ferizaj,26-Nov-13,Not Provided,2170,Not Provided,2170,N/A,Not Applicable
182,FERIZAJ,Jobs,1,178,Furnizimi me rrethoje dhe rregullimi i hapesires rreth shtatores se deshmorit Driton Islami.,2013,STAR GRAF NPSH,Ferizaj,5-Dec-13,Not Provided,9985,Not Provided,9985,N/A,Not Applicable
183,FERIZAJ,Services,2,183,ÒHartimi i planit rregullues (Zona e V-te) e qytetit FerizajÓ,2013,VIZION PROJEKT,Prishtine,9-Dec-13,Not Provided,69680,Not Provided,69680,N/A,Not Applicable
184,FERIZAJ,Jobs,1,186,"Furnizimi dhe montimi i materialit elektrik per kompletimin e LP 10 kV
 per TS ne fsh.Mirash.
",2013,ELEKTRO HETA NTSH,Ferizaj,11-Dec-13,Not Provided,6635,Not Provided,6635,N/A,Not Applicable
185,FERIZAJ,Supply,1,192,Furnizim me kabllo te tensionit te larte XHE 49A 1x240 mm2/25 me izolim nga polietileni rrjetor per rr. Rexhep Bislimi ne Ferizaj.,2013,BAGDAT NTSH,Viti,12-Dec-13,Not Provided,23800,Not Provided,23800,N/A,Not Applicable
186,FERIZAJ,Services,1,195,Lot-I- : Pastrimi i rrugeve te qytetit gjate sezonit dimeror dhe veror.,2013,KRM PASTERTIA,Ferizaj,13-Dec-13,Not Provided,332117.82,Not Provided,332117.82,N/A,Not Applicable
187,FERIZAJ,Services,1,196,Lot-II- : Pastrimi i rrugeve te fshatrave(pjesa perendimore)gjate sezonit dimeror.,2013,MBROJTJA E AMBIEN TIT & LUBO TENI NPSH,Ferizaj,13-Dec-13,Not Provided,91757.82,Not Provided,91757.82,N/A,Not Applicable
188,FERIZAJ,Services,1,197,Lot-III-: Pastrimi i rrugeve te fshatrave(pjesa lindore)gjate sezonit dimeror.,2013,RAHOVICA COMERC NTP,Ferizaj,13-Dec-13,Not Provided,114791.4,Not Provided,114791.4,N/A,Not Applicable
189,FERIZAJ,Jobs,2,200,Montimi i konstruksionit metalik per bredhin e qytetit dhe vendosja e shtyllave metalike,2013,METAL LA‚I SHPK,Gjilan,13-Dec-13,Not Provided,5780,Not Provided,5780,N/A,Not Applicable
190,FERIZAJ,Supply,1,203,Furnizimi me lule per nevojat e Administrates Komunale ne Ferizaj.,2013,PRO MIX NPT,Ferizaj,13-Dec-13,Not Provided,5760,Not Provided,5760,N/A,Not Applicable
191,FERIZAJ,Jobs,1,205,Rregullimi i shtratit te lumit - pjesa nga fsh. Slivove deri ne fsh. Koshare.,2013,LEONARDI TRANS NTSH,Ferizaj,18-Dec-13,Not Provided,9939.5,Not Provided,9939.5,N/A,Not Applicable
192,FERIZAJ,Jobs,1,208,Ndricimi i rrugeve te pa ndricuara ne qytet - faza e III-te.,2013,BESA NSH,Ferizaj,19-Dec-13,Not Provided,9886.5,Not Provided,9886.5,N/A,Not Applicable
193,FERIZAJ,Supply,1,3,Furnizimi me produkte medicinale dhe material hargjues medicinal per nevojat e QKMF-se ne Ferizaj.,2014,ATOM MED NTSH,Ferizaj,10-Feb-14,Not Provided,3889,Not Provided,3889,N/A,Not Applicable
194,KACANIK,Services,Unknown,KA652/14/001/221,"Sigurimi fizik i objekteve te Administrates Komunale,Qendres Kryesore te Mjekesise Familjare dhe Shtepise se Kultures ,, Xheladin Kurtaj""- Kacanik. Kontrate njevjecare",2014,ALPHA PRIVATE SECURITY SHPK,Prishtine,27-Feb-14,Not Provided,41042.9,Not Provided,41042.9,N/A,Not Applicable
195,KACANIK,Supply,Unknown,KA652/14/02/136,Furnizim me lende djegese thengjill per Administraten Komunale - Kacanik,2014,AJRONI COM NTP,Prishtine,28-Mar-14,Not Provided,2248.94,Not Provided,2248.94,N/A,Not Applicable
196,KACANIK,Supply,Unknown,KA652/14/008/136,"ÒFurnizim me materijal higjenik per nevojat e SHCK-se, Shkollat , Zjarrfiksave dhe ShendetsineÓ, kontrate njevjeqare",2014,LATI NTP,Kacanik,8-Apr-14,Not Provided,10000,Not Provided,10000,N/A,Not Applicable
197,FERIZAJ,Supply,1,19,Furnizimi me produkte medicinale dhe material hargjues medicinal per nevojat e QKMF-se ne Ferizaj. LOT-IV- Furnizimi me material per nevojat e stomatologjise,2014,ANDIDENT NTP,Ferizaj,10-Apr-14,Not Provided,24491.3,Not Provided,24491.3,N/A,Not Applicable
198,KACANIK,Jobs,Unknown,KA652/14/004/,Ndrrimi i poqave te ndriqimit publik,2014,ELEKTRA NTSH,Hani I Elezit,14-Apr-14,Not Provided,5871.92,Not Provided,5871.92,N/A,Not Applicable
199,KACANIK,Jobs,Unknown,KA652/14//10/536,Ndertimi I varrezave te veteraneve te U‚K-se,2014,GRANITI AR NT,Kacanik,15-Apr-14,Not Provided,3600,Not Provided,3600,N/A,Not Applicable
200,KACANIK,Services,Unknown,KA652/14/12/236,Punimi I elaboratit gjeomekanik per ndertimin e palestres sportive- Kacanik,2014,GEOTEST ENGINEERING NSH,Rahovec,16-Apr-14,Not Provided,9740,Not Provided,9740,N/A,Not Applicable
201,KACANIK,Services,Unknown,KA652/14/17/236,Mbjellja e drunjeve dekorativ dhe rregullimi I hapsires gjelberuese,2014,QENDRA E FIDANEVE NPT,Kamenice,28-Apr-14,Not Provided,2385,Not Provided,2385,N/A,Not Applicable
202,KACANIK,Supply,Unknown,KA652/14/007/121,"Furnizim me materijal harxhues administrativ per Shck-ne, Shkollat, Zjarrfiksat dhe Shendetsine, kontrate njevjeqare",2014,VLORA NTP,Prishtine,2-May-14,Not Provided,36000,Not Provided,36000,N/A,Not Applicable
203,KACANIK,Sale,Unknown,KA652/14/13/221,Shitja e asortimenteve drusore,2014,PATI NSHT,Kacanik,12-May-14,Not Provided,17929.92,Not Provided,17929.92,N/A,Not Applicable
204,KACANIK,Not Provided,Unknown,KA652/14/16/236,"Punimi, instalimi dhe trajnimi I stafit per programin e kontabilitetit te Komunes",2014,ABACUS GROUP SHPK,Prishtine,12-May-14,Not Provided,3300,Not Provided,3300,N/A,Not Applicable
205,FERIZAJ,Supply,1,37,"Furnizim me produkte medicinale dhe material hargjues medicinal per nevojat e QKMF-se ne Ferizaj.
LOT III _ Furnizim me terapi ampullare dhe infuzione per nevojat e QKMF-se-Ferizaj.",2014,AGANI LTD SHPK,Prishtine,16-May-14,Not Provided,21188,Not Provided,21188,N/A,Not Applicable
206,FERIZAJ,Supply,1,38,"Furnizim me produkte medicinale dhe material hargjues medicinal per nevojat e QKMF-se ne Ferizaj.
LOT -II-: Furnizim me reagensa dhe mate- rial hargjues per laboratoret e QKMF-se.
",2014,ATOM MED NTSH,Ferizaj,16-May-14,Not Provided,39791.4,Not Provided,39791.4,N/A,Not Applicable
207,FERIZAJ,Services,1,39,Ankand:Per shitjen e mases drusore (e shtrire) ne ngastrat kadastrale ne Ferizaj.,2014,METI COMERC NPT,Ferizaj,19-May-14,Not Provided,25065.13,Not Provided,25065.13,N/A,Not Applicable
208,KACANIK,Services,Unknown,KA652/14/15/521,Ndertimi I rrjetit te kanalizimit fekal dhe atmosferik ne fshatin Kacanik te vjeter si dhe ndertimi I kanalizimit fekal ne lagjen lekaj te fshatit Doganaj,2014,VIZIONI BD NPSH,Kacanik,29-May-14,Not Provided,47684.14,Not Provided,47684.14,N/A,Not Applicable
209,KACANIK,Not Provided,Unknown,KA652/14/021/521,Asfalltimi i rruges ne f. Semaj F-II-te (Ritenderim),2014,GèRLICA COMPANY SHPK,Ferizaj,2-Jun-14,Not Provided,59000.5,Not Provided,59000.5,N/A,Not Applicable
210,KACANIK,Jobs,Unknown,KA652/14/23/536,Ndrrimi I gypit te ujesjellsit kryesor prej ujematesit deri tek rrjeti kryesor ne shtepin e kultures dhe rregullimi I rrjetit te ujesjellsit te Qerdhja e Femive,2014,CIMA NTSH,Kacanik,2-Jun-14,Not Provided,3496.2,Not Provided,3496.2,N/A,Not Applicable
